No.,Entidad,Organo,Grupo,Emisora,IdEmisora,Fecha de transmisión del material,Hora transmisión,Folio,Versión,Actor,Notificado,Oficio
121,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHMAB-FM-101.3,2604,22/10/2023,13:30:34,RA00623-23,OBRA SOCIAL MCNL V3,MC,Sí,INE_DEPPP_DATERT_6657_2023
122,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHMAB-FM-101.3,2604,22/10/2023,15:30:00,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6657_2023
123,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHMAB-FM-101.3,2604,22/10/2023,18:30:22,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6657_2023
124,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHMAB-FM-101.3,2604,22/10/2023,20:18:00,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6657_2023
125,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHMAB-FM-101.3,2604,23/10/2023,07:15:04,RA00782-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_RD,MLC,Sí,INE_DEPPP_DATERT_6657_2023
126,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHMAB-FM-101.3,2604,23/10/2023,09:33:37,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6657_2023
127,CAMPECHE,DATERT,GERARDO BERNES DOMINGUEZ,XHRAC-FM-97.3,2603,27/10/2023,08:05:52,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6511_2023
128,CAMPECHE,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, CAMPECHE",XHIT-FM-99.7,1792,28/10/2023,14:20:04,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6657_2023
129,COAHUILA,JDE05-07,UNIVERSIDAD AUTÓNOMA DE COAHUILA,XHUACS-FM-104.1,3459,17/10/2023,08:30:45,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_JDE05-07_0072_2023
130,COAHUILA,DATERT,DANIEL BOONE GODOY,XHWQ-FM-103.1,2865,17/10/2023,09:24:19,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6482_2023
131,COAHUILA,DATERT,EDUARDO REYNA DE LA ROSA,XHWN-FM-93.9,3763,18/10/2023,07:31:37,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6484_2023
132,COAHUILA,DATERT,MULTIMEDIOS,XHMTCO-TDT-CANAL33,5044,18/10/2023,09:20:27,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6581_2023
133,COAHUILA,DATERT,JOSÉ ÁNGEL RODRÍGUEZ SÁNCHEZ,XHSA-FM-100.9,255,18/10/2023,14:08:09,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6655_2023
134,COAHUILA,DATERT,UNIVERSIDAD MILLENNIUM INTERNACIONAL,XHUMI-FM-101.9,270,18/10/2023,15:03:00,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6656_2023
135,COAHUILA,DATERT,UNIVERSIDAD MILLENNIUM INTERNACIONAL,XHUMI-FM-101.9,270,18/10/2023,15:32:26,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6656_2023
136,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,20/10/2023,22:24:35,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6536_2023
137,COAHUILA,DATERT,DANIEL BOONE GODOY,XHWQ-FM-103.1,2865,22/10/2023,12:14:09,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6482_2023
138,COAHUILA,DATERT,TV AZTECA,XHMLA-TDT-CANAL27,3204,23/10/2023,08:46:30,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
139,COAHUILA,DATERT,MULTIMEDIOS,XHMTCO-TDT-CANAL33,5044,23/10/2023,21:21:04,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6581_2023
140,COAHUILA,DATERT,MULTIMEDIOS,XHMTCO-TDT-CANAL33,5044,23/10/2023,22:56:21,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6581_2023
141,COAHUILA,DATERT,ROLANDO R GONZÁLEZ TREVIÑO,XHEMF-FM-96.3,2864,24/10/2023,13:18:00,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6672_2023
142,COAHUILA,DATERT,TV AZTECA,XHMLA-TDT-CANAL27,3204,25/10/2023,08:42:04,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6674_2023
143,COAHUILA,DATERT,TELEVISA,XHPN-TDT-CANAL20,3765,25/10/2023,15:28:58,RV00673-23,TU VOZ ES LO QUE CUENTA UDC,UDC,Sí,INE_DEPPP_DATERT_6466_2023
144,COAHUILA,DATERT,TELEVISA,XHO-TDT-CANAL20.2,5358,26/10/2023,21:23:23,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6466_2023
145,COAHUILA,DATERT,TELEVISA,XHTOB-TDT-CANAL26,3254,26/10/2023,21:13:02,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6466_2023
146,COAHUILA,DATERT,MELCHOR SÁNCHEZ DE LA FUENTE,XHCCG-FM-104.1,219,27/10/2023,08:54:06,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6544_2023
147,COAHUILA,DATERT,TELEVISA,XHO-TDT-CANAL20.2,5358,27/10/2023,08:24:36,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6466_2023
148,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,27/10/2023,21:37:56,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6536_2023
149,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,27/10/2023,23:38:32,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6536_2023
150,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,28/10/2023,08:21:09,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
151,COAHUILA,DATERT,MELCHOR SÁNCHEZ DE LA FUENTE,XHCCG-FM-104.1,219,28/10/2023,10:33:34,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6544_2023
152,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,28/10/2023,15:10:30,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6536_2023
153,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,28/10/2023,15:08:28,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
154,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.3,4369,28/10/2023,15:11:38,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6536_2023
155,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,28/10/2023,17:10:02,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6536_2023
156,COAHUILA,DATERT,DANIEL BOONE GODOY,XHWQ-FM-103.1,2865,28/10/2023,20:16:04,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6482_2023
157,COAHUILA,DATERT,DANIEL BOONE GODOY,XHWQ-FM-103.1,2865,28/10/2023,20:20:35,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6482_2023
158,COAHUILA,DATERT,IPN,XHCPDF-TDT-CANAL31,5751,28/10/2023,21:41:03,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6515_2023
159,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,28/10/2023,23:25:02,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6536_2023
160,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,29/10/2023,15:16:50,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6536_2023
161,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,29/10/2023,17:16:47,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6536_2023
162,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,29/10/2023,21:31:17,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6536_2023
163,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.3,4369,29/10/2023,21:55:55,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6536_2023
164,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,29/10/2023,23:30:52,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6536_2023
165,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,30/10/2023,08:16:11,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
166,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,30/10/2023,10:15:26,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
167,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.3,4369,30/10/2023,13:40:33,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
168,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,30/10/2023,15:19:54,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6536_2023
169,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,30/10/2023,16:23:34,RV00673-23,TU VOZ ES LO QUE CUENTA UDC,UDC,Sí,INE_DEPPP_DATERT_6536_2023
170,COAHUILA,DATERT,"XHSJ-FM, XHZCN-FM",XHZCN-FM-106.5,256,30/10/2023,17:34:21,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6502_2023
171,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,31/10/2023,08:24:54,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
172,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,31/10/2023,10:24:17,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6536_2023
173,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30,3768,31/10/2023,13:16:37,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6536_2023
174,COAHUILA,DATERT,TELEVISA,XHPNH-TDT-CANAL31,3778,31/10/2023,15:17:24,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6466_2023
175,COAHUILA,DATERT,JUAN ANTONIO GARNADOS SUÁREZ,XHRCG-TDT-CANAL30.2,4368,31/10/2023,15:16:04,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6536_2023
176,COAHUILA,DATERT,TELEVISA,XHPN-TDT-CANAL20,3765,31/10/2023,21:23:31,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6466_2023
177,COLIMA,DATERT,SILVIA EVANGELINA GODOY CÁRDENAS,XHAL-FM-97.7,2609,16/10/2023,14:34:38,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6558_2023
178,COLIMA,DATERT,SILVIA EVANGELINA GODOY CÁRDENAS,XHAL-FM-97.7,2609,17/10/2023,07:26:43,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6558_2023
179,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,17/10/2023,22:40:47,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
180,COLIMA,DATERT,SILVIA EVANGELINA GODOY CÁRDENAS,XHAL-FM-97.7,2609,18/10/2023,16:26:41,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6558_2023
181,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,18/10/2023,22:40:41,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
182,COLIMA,JLE06,"MANUEL VELA MELO, COLIMA",XHCIA-FM-91.7,331,20/10/2023,19:20:00,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE06_0071_2023
183,COLIMA,JLE06,"MANUEL VELA MELO, COLIMA",XHCIA-FM-91.7,331,20/10/2023,19:55:00,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE06_0071_2023
184,COLIMA,DATERT,IMAGEN,XHCC-FM-89.3,330,21/10/2023,16:15:15,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6673_2023
185,COLIMA,DATERT,IMAGEN,XHCC-FM-89.3,330,22/10/2023,09:15:30,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
186,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,23/10/2023,08:03:12,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
187,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,23/10/2023,15:08:20,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
188,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,23/10/2023,21:34:26,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
189,COLIMA,DATERT,TV AZTECA,XHCOL-TDT-CANAL19.2,4604,25/10/2023,08:59:29,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6674_2023
190,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,26/10/2023,13:16:31,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6673_2023
191,COLIMA,DATERT,TV AZTECA,XHDR-TDT-CANAL21,3082,26/10/2023,13:15:34,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6674_2023
192,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,27/10/2023,08:03:08,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
193,COLIMA,DATERT,TV AZTECA,XHKF-TDT-CANAL18,3081,28/10/2023,08:38:15,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
194,COLIMA,DATERT,IMAGEN,XHCC-FM-89.3,330,29/10/2023,08:16:50,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6673_2023
195,COLIMA,DATERT,TV AZTECA,XHKF-TDT-CANAL18,3081,29/10/2023,08:32:07,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
196,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,30/10/2023,07:21:04,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
197,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,30/10/2023,22:38:17,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
198,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,31/10/2023,09:14:09,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
199,COLIMA,DATERT,SILVIA EVANGELINA GODOY CÁRDENAS,XHAL-FM-97.7,2609,31/10/2023,16:27:05,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6558_2023
200,COLIMA,DATERT,IMAGEN,XHCTCO-TDT-CANAL27.2,4811,31/10/2023,22:40:20,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
201,CHIAPAS,DATERT,ROGER GONZÁLEZ DORANTES,XHMX-FM-97.9,2063,16/10/2023,07:58:03,RA00709-23,LOGROS MONTERREY MCNL,MC,Sí,INE_DEPPP_DATERT_6554_2023
202,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,16/10/2023,14:40:49,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
203,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,16/10/2023,20:12:06,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
204,CHIAPAS,DATERT,JOSÉ RODOLFO CALVO FONSECA,XHRCF-FM-94.7,3046,17/10/2023,09:34:55,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6486_2023
205,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,17/10/2023,14:53:02,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
206,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,17/10/2023,20:24:36,RV00603-23,MORENA SEGURIDAD V2,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
207,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,18/10/2023,14:39:06,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
208,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,18/10/2023,20:13:17,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
209,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,19/10/2023,14:38:12,RV00565-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
210,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,19/10/2023,22:14:36,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
211,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,20/10/2023,09:40:32,RV00481-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6674_2023
212,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,20/10/2023,14:18:13,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6674_2023
213,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,20/10/2023,21:10:40,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
214,CHIAPAS,DATERT,TV AZTECA,XHCOM-TDT-CANAL30,3172,21/10/2023,14:09:58,RV00610-23,LOGROS MONTERREY MCNL,MC,Sí,INE_DEPPP_DATERT_6674_2023
215,CHIAPAS,JDE07-12,"FRANCISCO SIMAN ESTEFAN,TAPACHULA",XHEZZZ-FM-99.5,2403,21/10/2023,14:33:25,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JDE07-12_0004_2023
216,CHIAPAS,DATERT,SPREM,XHSPRSC-TDT-CANAL18,3047,21/10/2023,22:32:16,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6559_2023
217,CHIAPAS,DATERT,CARLOS DE JESÚS QUIÑONEZ ARMENDÁRIZ,XHKR-FM-96.9,2065,24/10/2023,10:40:00,RA03385-21,CHIAPAS UNIDO VOZ CONRADO,PCU,Sí,INE_DEPPP_DATERT_6500_2023
218,CHIAPAS,DATERT,TELEVISA,XHCMZ-TDT-CANAL23,3838,25/10/2023,13:14:00,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6466_2023
219,CHIAPAS,DATERT,TELEVISA,XHCZC-TDT-CANAL22,3843,25/10/2023,13:19:05,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6466_2023
220,CHIAPAS,DATERT,"RADIO CAÑÓN, CHIAPAS",XHCTS-FM-95.7,1,27/10/2023,09:31:56,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6572_2023
221,CHIAPAS,DATERT,LUIS ALFREDO SIERRA SÁNCHEZ,XHUCAH-FM-102.5,3045,30/10/2023,07:58:56,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6539_2023
222,CHIAPAS,DATERT,JOSÉ RODOLFO CALVO FONSECA,XHRCF-FM-94.7,3046,30/10/2023,11:37:50,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6486_2023
223,CHIAPAS,DATERT,"RADIO CAÑÓN, CHIAPAS",XETAC-AM-1000,6,31/10/2023,20:31:01,RA00221-23,SPOT RADIO MUJERES PES CHIAPAS,PES,Sí,INE_DEPPP_DATERT_6572_2023
224,CHIAPAS,DATERT,"RADIO CAÑÓN, CHIAPAS",XHTAC-FM-91.5,2058,31/10/2023,20:31:00,RA00221-23,SPOT RADIO MUJERES PES CHIAPAS,PES,Sí,INE_DEPPP_DATERT_6572_2023
225,CHIHUAHUA,DATERT,RADIORAMA DATE,XHHES-FM-94.1,2837,16/10/2023,14:00:22,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6468_2023
226,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,16/10/2023,19:16:51,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6479_2023
227,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,17/10/2023,19:16:35,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_DATERT_6479_2023
228,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,18/10/2023,19:15:38,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6479_2023
229,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,18/10/2023,20:00:13,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6479_2023
230,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,19/10/2023,07:40:37,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6479_2023
231,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,19/10/2023,09:22:16,RA00594-23,PRIMER SPOT,PUEBLO,Sí,INE_DEPPP_DATERT_6479_2023
232,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,19/10/2023,16:31:45,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_DATERT_6479_2023
233,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,19/10/2023,19:30:58,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6479_2023
234,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,20/10/2023,14:43:46,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6674_2023
235,CHIHUAHUA,DATERT,RADIORAMA DATE,XHSB-FM-94.9,2998,20/10/2023,15:39:52,RA00589-22,AMC RE,PRI,Sí,INE_DEPPP_DATERT_6468_2023
236,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,20/10/2023,19:15:10,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6479_2023
237,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,20/10/2023,20:33:29,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6479_2023
238,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.3,4322,21/10/2023,08:32:23,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6485_2023
239,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,21/10/2023,11:25:15,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6485_2023
240,CHIHUAHUA,DATERT,IMAGEN,XHCHI-FM-97.3,442,21/10/2023,14:59:19,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6673_2023
241,CHIHUAHUA,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHHPR-FM-101.7,405,21/10/2023,16:25:23,RA00605-23,AMC ESCUCHAMOS V2,PRI,Sí,INE_DEPPP_DATERT_6529_2023
